0,1,2
"('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","[('25.6439', '77.9129'), ('29.22254', '79.5286'), ('23.49668', '86.68363'), ('28.92694', '78.23456'), ('25.49043', '85.94001'), ('19.30157', '72.85107'), ('18.51957', '73.85535'), ('30.21121', '74.4818'), ('26.11527', '86.59509'), ('22.75218', '72.68533'), ('9.82564', '78.25795')]"
"('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","('30.21121', '74.4818', 'Malaut', 'IN', 'Asia/Kolkata')","[('19.21667', '73.08333'), ('25.75728', '75.37991'), ('25.6439', '77.9129'), ('26.44931', '91.61356'), ('19.21667', '73.08333'), ('25.92493', '73.66633'), ('22.19303', '88.18466'), ('28.92694', '78.23456'), ('21.59983', '71.21169'), ('15.73628', '75.96976')]"
"('23.07492', '88.28637', 'Pandua', 'IN', 'Asia/Kolkata')","('33.37526', '74.3092', 'Rajaori', 'IN', 'Asia/Kolkata')","[('11.50526', '77.23826'), ('25.92493', '73.66633'), ('20.88098', '75.11937'), ('25.87498', '86.59611'), ('16.06213', '76.0586'), ('22.19303', '88.18466'), ('10.12268', '77.54372'), ('20.88197', '85.83334'), ('25.49043', '85.94001'), ('23.18', '88.58'), ('27.9247', '78.40102')]"
"('15.5439', '73.7553', 'Calangute', 'IN', 'Asia/Kolkata')","('14.46693', '75.92694', 'Davangere', 'IN', 'Asia/Kolkata')","[('23.07492', '88.28637'), ('20.88098', '75.11937'), ('25.6439', '77.9129'), ('14.62072', '74.83554'), ('24.05979', '77.40858'), ('11.50526', '77.23826'), ('21.53889', '71.57737'), ('20.88098', '75.11937'), ('25.49043', '85.94001'), ('26.2649', '81.54855'), ('22.10194', '85.37752')]"
"('26.76628', '83.36889', 'Gorakhpur', 'IN', 'Asia/Kolkata')","('16.06213', '76.0586', 'Hungund', 'IN', 'Asia/Kolkata')","[('25.75728', '75.37991'), ('9.82564', '78.25795'), ('33.37526', '74.3092'), ('14.62072', '74.83554'), ('30.81383', '75.16878'), ('25.13915', '73.06784'), ('10.10649', '76.35484'), ('19.30157', '72.85107')]"
"('22.10194', '85.37752', 'Barbil', 'IN', 'Asia/Kolkata')","('24.81757', '84.63445', 'Rafiganj', 'IN', 'Asia/Kolkata')","[('12.1277', '78.15794'), ('24.05979', '77.40858'), ('19.30157', '72.85107'), ('21.46527', '83.97573'), ('10.10649', '76.35484'), ('20.88197', '85.83334'), ('24.41288', '76.56719'), ('25.49043', '85.94001'), ('26.76628', '83.36889'), ('12.25282', '79.41727')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('12.95629', '78.27539', 'Robertsonpet', 'IN', 'Asia/Kolkata')","[('27.9247', '78.40102'), ('23.1959', '86.51499'), ('30.21121', '74.4818'), ('12.95629', '78.27539'), ('18.18158', '76.03889'), ('12.25282', '79.41727'), ('26.2649', '81.54855'), ('11.12018', '76.11996'), ('22.75218', '72.68533')]"
"('12.95629', '78.27539', 'Robertsonpet', 'IN', 'Asia/Kolkata')","('14.46693', '75.92694', 'Davangere', 'IN', 'Asia/Kolkata')","[('10.58806', '77.24779'), ('19.30157', '72.85107'), ('34.08565', '74.80555'), ('29.22254', '79.5286'), ('19.30157', '72.85107'), ('9.82564', '78.25795'), ('19.21667', '73.08333'), ('22.19303', '88.18466'), ('15.45144', '78.14797'), ('21.53889', '71.57737'), ('12.04161', '75.35927'), ('11.12018', '76.11996')]"
"('12.1277', '78.15794', 'Dharmapuri', 'IN', 'Asia/Kolkata')","('18.18158', '76.03889', 'Osmanabad', 'IN', 'Asia/Kolkata')","[('26.11527', '86.59509'), ('25.92127', '86.79271'), ('24.05979', '77.40858'), ('12.25282', '79.41727'), ('12.04161', '75.35927'), ('23.49668', '86.68363'), ('25.49043', '85.94001'), ('11.12018', '76.11996'), ('12.1277', '78.15794'), ('25.87498', '86.59611'), ('34.08565', '74.80555'), ('10.58806', '77.24779')]"
"('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","[('18.18158', '76.03889'), ('25.66795', '85.83636'), ('22.19303', '88.18466'), ('18.18158', '76.03889'), ('22.10194', '85.37752'), ('28.71271', '77.656'), ('9.82564', '78.25795'), ('25.87498', '86.59611'), ('31.28092', '74.85849')]"
"('11.12018', '76.11996', 'Manjeri', 'IN', 'Asia/Kolkata')","('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","[('29.22254', '79.5286'), ('14.46693', '75.92694'), ('15.45144', '78.14797'), ('27.9247', '78.40102'), ('33.37526', '74.3092'), ('23.18', '88.58'), ('24.41288', '76.56719'), ('22.10194', '85.37752'), ('21.53889', '71.57737'), ('15.73628', '75.96976')]"
"('22.4711', '88.1453', 'Pujali', 'IN', 'Asia/Kolkata')","('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","[('23.18', '88.58'), ('16.06213', '76.0586'), ('14.62072', '74.83554'), ('20.88098', '75.11937'), ('34.08565', '74.80555'), ('25.92127', '86.79271'), ('20.88197', '85.83334'), ('9.57046', '76.32756'), ('22.19303', '88.18466'), ('10.12268', '77.54372'), ('21.59983', '71.21169')]"
"('12.1277', '78.15794', 'Dharmapuri', 'IN', 'Asia/Kolkata')","('25.6439', '77.9129', 'Narwar', 'IN', 'Asia/Kolkata')","[('30.81383', '75.16878'), ('23.1959', '86.51499'), ('25.13915', '73.06784'), ('15.5439', '73.7553'), ('28.71271', '77.656'), ('20.88098', '75.11937'), ('22.10194', '85.37752'), ('15.45144', '78.14797'), ('25.87498', '86.59611'), ('22.19303', '88.18466'), ('28.92694', '78.23456'), ('22.88783', '84.13864')]"
"('26.32293', '91.00632', 'Barpeta', 'IN', 'Asia/Kolkata')","('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","[('23.49668', '86.68363'), ('9.57046', '76.32756'), ('29.22254', '79.5286'), ('16.06213', '76.0586'), ('23.49668', '86.68363'), ('23.49668', '86.68363'), ('11.93381', '79.82979'), ('18.18158', '76.03889'), ('10.12268', '77.54372')]"
"('18.18158', '76.03889', 'Osmanabad', 'IN', 'Asia/Kolkata')","('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","[('25.6439', '77.9129'), ('18.87813', '72.93924'), ('25.87498', '86.59611'), ('16.06213', '76.0586'), ('15.45144', '78.14797'), ('32.55531', '76.12647'), ('10.12268', '77.54372'), ('21.34222', '71.30633'), ('22.75218', '72.68533')]"
"('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","[('28.71271', '77.656'), ('19.30157', '72.85107'), ('17.54907', '82.85749'), ('29.22254', '79.5286'), ('9.82564', '78.25795'), ('11.12018', '76.11996'), ('26.32293', '91.00632'), ('9.57046', '76.32756'), ('26.32293', '91.00632'), ('12.1277', '78.15794')]"
"('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","('21.59983', '71.21169', 'Amreli', 'IN', 'Asia/Kolkata')","[('31.28092', '74.85849'), ('22.75218', '72.68533'), ('25.87498', '86.59611'), ('25.6439', '77.9129'), ('16.06213', '76.0586'), ('32.55531', '76.12647'), ('14.46693', '75.92694'), ('23.18', '88.58')]"
"('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","[('21.59983', '71.21169'), ('18.51957', '73.85535'), ('25.92493', '73.66633'), ('21.34222', '71.30633'), ('19.21667', '73.08333'), ('25.13915', '73.06784'), ('23.49668', '86.68363'), ('26.44931', '91.61356')]"
"('10.12268', '77.54372', 'Periyakulam', 'IN', 'Asia/Kolkata')","('23.18', '88.58', 'Aistala', 'IN', 'Asia/Kolkata')","[('21.53889', '71.57737'), ('21.46527', '83.97573'), ('25.49043', '85.94001'), ('21.59983', '71.21169'), ('25.13915', '73.06784'), ('29.22254', '79.5286'), ('32.55531', '76.12647'), ('12.25282', '79.41727'), ('21.59983', '71.21169'), ('30.21121', '74.4818'), ('15.73628', '75.96976'), ('26.2649', '81.54855')]"
"('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","[('23.18', '88.58'), ('26.32293', '91.00632'), ('25.13915', '73.06784'), ('26.76628', '83.36889'), ('20.88197', '85.83334'), ('25.66795', '85.83636'), ('12.1277', '78.15794'), ('25.6439', '77.9129')]"
"('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","('15.45144', '78.14797', 'Betamcherla', 'IN', 'Asia/Kolkata')","[('22.75218', '72.68533'), ('21.46527', '83.97573'), ('10.58806', '77.24779'), ('12.25282', '79.41727'), ('25.87498', '86.59611'), ('25.6439', '77.9129'), ('12.25282', '79.41727'), ('25.75728', '75.37991'), ('30.21121', '74.4818')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('29.22254', '79.5286', 'Haldwani', 'IN', 'Asia/Kolkata')","[('23.18', '88.58'), ('28.98002', '77.70636'), ('25.66795', '85.83636'), ('23.18', '88.58'), ('11.00599', '77.5609'), ('22.88783', '84.13864'), ('30.81383', '75.16878'), ('23.18', '88.58'), ('27.9247', '78.40102'), ('28.92694', '78.23456')]"
"('12.95629', '78.27539', 'Robertsonpet', 'IN', 'Asia/Kolkata')","('25.75728', '75.37991', 'Deoli', 'IN', 'Asia/Kolkata')","[('11.00599', '77.5609'), ('19.21667', '73.08333'), ('28.98002', '77.70636'), ('26.76628', '83.36889'), ('29.21399', '78.95693'), ('25.92493', '73.66633'), ('15.73628', '75.96976'), ('26.32293', '91.00632')]"
"('28.98002', '77.70636', 'Meerut', 'IN', 'Asia/Kolkata')","('25.66795', '85.83636', 'Dalsingh Sarai', 'IN', 'Asia/Kolkata')","[('12.1277', '78.15794'), ('21.34222', '71.30633'), ('21.46527', '83.97573'), ('22.88783', '84.13864'), ('19.30157', '72.85107'), ('12.1277', '78.15794'), ('19.21667', '73.08333'), ('24.81757', '84.63445')]"
"('26.44931', '91.61356', 'Rangia', 'IN', 'Asia/Kolkata')","('20.88197', '85.83334', 'Bhuban', 'IN', 'Asia/Kolkata')","[('26.76628', '83.36889'), ('18.51957', '73.85535'), ('12.1277', '78.15794'), ('15.45144', '78.14797'), ('21.34222', '71.30633'), ('20.88098', '75.11937'), ('22.19303', '88.18466'), ('21.53889', '71.57737')]"
"('21.46527', '83.97573', 'Sambalpur', 'IN', 'Asia/Kolkata')","('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","[('23.49668', '86.68363'), ('15.5439', '73.7553'), ('14.46693', '75.92694'), ('20.88197', '85.83334'), ('25.13915', '73.06784'), ('20.88098', '75.11937'), ('18.51957', '73.85535'), ('11.12018', '76.11996')]"
"('30.81383', '75.16878', 'Moga', 'IN', 'Asia/Kolkata')","('18.18158', '76.03889', 'Osmanabad', 'IN', 'Asia/Kolkata')","[('26.76628', '83.36889'), ('10.10649', '76.35484'), ('26.44931', '91.61356'), ('10.12268', '77.54372'), ('21.46527', '83.97573'), ('17.34769', '78.55757'), ('26.11527', '86.59509'), ('9.57046', '76.32756'), ('21.59983', '71.21169'), ('25.49043', '85.94001'), ('15.73628', '75.96976'), ('21.46527', '83.97573')]"
"('22.10194', '85.37752', 'Barbil', 'IN', 'Asia/Kolkata')","('28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata')","[('16.06213', '76.0586'), ('18.18158', '76.03889'), ('25.13915', '73.06784'), ('29.22254', '79.5286'), ('23.1959', '86.51499'), ('21.53889', '71.57737'), ('12.95629', '78.27539'), ('21.53889', '71.57737'), ('25.13915', '73.06784'), ('23.1959', '86.51499'), ('30.21121', '74.4818')]"
"('29.22254', '79.5286', 'Haldwani', 'IN', 'Asia/Kolkata')","('24.05979', '77.40858', 'Leteri', 'IN', 'Asia/Kolkata')","[('23.1959', '86.51499'), ('12.04161', '75.35927'), ('14.46693', '75.92694'), ('15.45144', '78.14797'), ('26.44931', '91.61356'), ('14.46693', '75.92694'), ('11.50526', '77.23826'), ('24.41288', '76.56719'), ('26.44931', '91.61356'), ('21.53889', '71.57737')]"
"('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","('12.95629', '78.27539', 'Robertsonpet', 'IN', 'Asia/Kolkata')","[('14.46693', '75.92694'), ('19.21667', '73.08333'), ('30.81383', '75.16878'), ('22.75218', '72.68533'), ('10.10649', '76.35484'), ('26.11527', '86.59509'), ('18.87813', '72.93924'), ('19.30157', '72.85107'), ('18.87813', '72.93924')]"
"('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","[('21.46527', '83.97573'), ('20.88098', '75.11937'), ('12.95629', '78.27539'), ('17.34769', '78.55757'), ('26.76628', '83.36889'), ('12.1277', '78.15794'), ('21.53889', '71.57737'), ('22.88783', '84.13864'), ('30.21121', '74.4818'), ('26.44931', '91.61356'), ('22.75218', '72.68533'), ('28.71271', '77.656')]"
"('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","[('22.88783', '84.13864'), ('19.30157', '72.85107'), ('12.95629', '78.27539'), ('25.92127', '86.79271'), ('26.32293', '91.00632'), ('14.46693', '75.92694'), ('11.00599', '77.5609'), ('11.12018', '76.11996'), ('12.95629', '78.27539'), ('29.21399', '78.95693')]"
"('22.4711', '88.1453', 'Pujali', 'IN', 'Asia/Kolkata')","('16.06213', '76.0586', 'Hungund', 'IN', 'Asia/Kolkata')","[('15.5439', '73.7553'), ('19.21667', '73.08333'), ('26.76628', '83.36889'), ('15.73628', '75.96976'), ('14.62072', '74.83554'), ('31.28092', '74.85849'), ('29.22254', '79.5286'), ('25.75728', '75.37991'), ('24.05979', '77.40858'), ('28.98002', '77.70636'), ('12.25282', '79.41727'), ('15.45144', '78.14797')]"
"('26.2649', '81.54855', 'Jais', 'IN', 'Asia/Kolkata')","('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","[('16.06213', '76.0586'), ('12.25282', '79.41727'), ('14.62072', '74.83554'), ('10.58806', '77.24779'), ('25.13915', '73.06784'), ('23.1959', '86.51499'), ('26.44931', '91.61356'), ('9.82564', '78.25795'), ('24.05979', '77.40858')]"
"('26.2649', '81.54855', 'Jais', 'IN', 'Asia/Kolkata')","('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","[('26.32293', '91.00632'), ('17.54907', '82.85749'), ('11.12018', '76.11996'), ('22.19303', '88.18466'), ('10.58806', '77.24779'), ('18.87813', '72.93924'), ('26.32293', '91.00632'), ('26.2649', '81.54855')]"
"('20.88098', '75.11937', 'Parola', 'IN', 'Asia/Kolkata')","('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","[('15.73628', '75.96976'), ('11.50526', '77.23826'), ('11.00599', '77.5609'), ('24.05979', '77.40858'), ('18.18158', '76.03889'), ('17.54907', '82.85749'), ('32.55531', '76.12647'), ('12.95629', '78.27539'), ('23.49668', '86.68363')]"
"('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","('26.76628', '83.36889', 'Gorakhpur', 'IN', 'Asia/Kolkata')","[('25.92493', '73.66633'), ('17.34769', '78.55757'), ('10.10649', '76.35484'), ('9.57046', '76.32756'), ('30.81383', '75.16878'), ('19.21667', '73.08333'), ('17.34769', '78.55757'), ('15.73628', '75.96976'), ('14.46693', '75.92694'), ('26.11527', '86.59509'), ('25.92493', '73.66633')]"
"('25.6439', '77.9129', 'Narwar', 'IN', 'Asia/Kolkata')","('25.92493', '73.66633', 'Sojat', 'IN', 'Asia/Kolkata')","[('11.12018', '76.11996'), ('29.22254', '79.5286'), ('29.21399', '78.95693'), ('21.46527', '83.97573'), ('26.76628', '83.36889'), ('23.1959', '86.51499'), ('25.13915', '73.06784'), ('32.55531', '76.12647'), ('22.88783', '84.13864')]"
"('23.49668', '86.68363', 'Adra', 'IN', 'Asia/Kolkata')","('22.88783', '84.13864', 'Jashpurnagar', 'IN', 'Asia/Kolkata')","[('28.71271', '77.656'), ('23.07492', '88.28637'), ('33.37526', '74.3092'), ('9.57046', '76.32756'), ('11.12018', '76.11996'), ('25.6439', '77.9129'), ('22.10194', '85.37752'), ('25.87498', '86.59611'), ('15.73628', '75.96976'), ('15.45144', '78.14797')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('25.49043', '85.94001', 'Teghra', 'IN', 'Asia/Kolkata')","[('16.06213', '76.0586'), ('16.06213', '76.0586'), ('23.1959', '86.51499'), ('12.04161', '75.35927'), ('23.1959', '86.51499'), ('22.88783', '84.13864'), ('30.81383', '75.16878'), ('12.25282', '79.41727')]"
"('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","('28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata')","[('27.9247', '78.40102'), ('29.21399', '78.95693'), ('16.06213', '76.0586'), ('21.46527', '83.97573'), ('26.44931', '91.61356'), ('15.73628', '75.96976'), ('24.41288', '76.56719'), ('21.59983', '71.21169')]"
"('24.81757', '84.63445', 'Rafiganj', 'IN', 'Asia/Kolkata')","('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","[('20.88197', '85.83334'), ('12.95629', '78.27539'), ('12.25282', '79.41727'), ('22.10194', '85.37752'), ('26.2649', '81.54855'), ('9.57046', '76.32756'), ('9.57046', '76.32756'), ('26.76628', '83.36889'), ('20.88197', '85.83334'), ('12.1277', '78.15794'), ('20.88098', '75.11937')]"
"('23.1959', '86.51499', 'Kenda', 'IN', 'Asia/Kolkata')","('14.46693', '75.92694', 'Davangere', 'IN', 'Asia/Kolkata')","[('14.46693', '75.92694'), ('30.81383', '75.16878'), ('22.4711', '88.1453'), ('24.05979', '77.40858'), ('27.9247', '78.40102'), ('15.5439', '73.7553'), ('29.22254', '79.5286'), ('19.30157', '72.85107')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('19.21667', '73.08333', 'Dombivli', 'IN', 'Asia/Kolkata')","[('18.18158', '76.03889'), ('15.5439', '73.7553'), ('18.51957', '73.85535'), ('15.45144', '78.14797'), ('11.00599', '77.5609'), ('34.08565', '74.80555'), ('12.95629', '78.27539'), ('10.10649', '76.35484'), ('16.06213', '76.0586'), ('16.06213', '76.0586'), ('15.73628', '75.96976')]"
"('28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata')","('26.44931', '91.61356', 'Rangia', 'IN', 'Asia/Kolkata')","[('29.21399', '78.95693'), ('17.54907', '82.85749'), ('11.93381', '79.82979'), ('14.46693', '75.92694'), ('25.66795', '85.83636'), ('28.98002', '77.70636'), ('25.92493', '73.66633'), ('25.13915', '73.06784'), ('20.88197', '85.83334')]"
"('23.07492', '88.28637', 'Pandua', 'IN', 'Asia/Kolkata')","('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","[('23.18', '88.58'), ('23.49668', '86.68363'), ('23.1959', '86.51499'), ('12.1277', '78.15794'), ('29.21399', '78.95693'), ('26.76628', '83.36889'), ('24.81757', '84.63445'), ('23.18', '88.58')]"
"('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","[('31.28092', '74.85849'), ('25.92127', '86.79271'), ('28.98002', '77.70636'), ('22.19303', '88.18466'), ('28.98002', '77.70636'), ('23.07492', '88.28637'), ('29.22254', '79.5286'), ('32.55531', '76.12647'), ('25.87498', '86.59611'), ('14.46693', '75.92694'), ('19.30157', '72.85107'), ('17.54907', '82.85749')]"
"('11.00599', '77.5609', 'Kangayam', 'IN', 'Asia/Kolkata')","('25.92493', '73.66633', 'Sojat', 'IN', 'Asia/Kolkata')","[('32.55531', '76.12647'), ('11.50526', '77.23826'), ('29.21399', '78.95693'), ('34.08565', '74.80555'), ('17.54907', '82.85749'), ('28.98002', '77.70636'), ('20.88197', '85.83334'), ('12.25282', '79.41727')]"
"('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","('15.45144', '78.14797', 'Betamcherla', 'IN', 'Asia/Kolkata')","[('31.28092', '74.85849'), ('26.2649', '81.54855'), ('18.51957', '73.85535'), ('21.46527', '83.97573'), ('19.21667', '73.08333'), ('22.19303', '88.18466'), ('21.46527', '83.97573'), ('24.05979', '77.40858'), ('19.21667', '73.08333'), ('21.34222', '71.30633'), ('25.49043', '85.94001')]"
"('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","('22.88783', '84.13864', 'Jashpurnagar', 'IN', 'Asia/Kolkata')","[('15.45144', '78.14797'), ('12.04161', '75.35927'), ('15.5439', '73.7553'), ('21.46527', '83.97573'), ('28.98002', '77.70636'), ('22.75218', '72.68533'), ('21.34222', '71.30633'), ('18.87813', '72.93924'), ('23.49668', '86.68363'), ('10.12268', '77.54372'), ('31.28092', '74.85849'), ('10.10649', '76.35484')]"
"('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","('12.04161', '75.35927', 'Talipparamba', 'IN', 'Asia/Kolkata')","[('14.62072', '74.83554'), ('34.08565', '74.80555'), ('11.12018', '76.11996'), ('9.57046', '76.32756'), ('22.4711', '88.1453'), ('26.2649', '81.54855'), ('23.07492', '88.28637'), ('24.41288', '76.56719'), ('10.10649', '76.35484'), ('26.44931', '91.61356')]"
"('14.62072', '74.83554', 'Sirsi', 'IN', 'Asia/Kolkata')","('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","[('23.18', '88.58'), ('10.10649', '76.35484'), ('25.92127', '86.79271'), ('21.34222', '71.30633'), ('21.53889', '71.57737'), ('15.5439', '73.7553'), ('21.34222', '71.30633'), ('29.21399', '78.95693'), ('14.62072', '74.83554'), ('19.30157', '72.85107')]"
"('33.37526', '74.3092', 'Rajaori', 'IN', 'Asia/Kolkata')","('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","[('14.62072', '74.83554'), ('11.12018', '76.11996'), ('15.45144', '78.14797'), ('12.1277', '78.15794'), ('25.49043', '85.94001'), ('14.46693', '75.92694'), ('12.1277', '78.15794'), ('30.21121', '74.4818'), ('27.9247', '78.40102'), ('29.21399', '78.95693'), ('15.45144', '78.14797')]"
"('21.59983', '71.21169', 'Amreli', 'IN', 'Asia/Kolkata')","('23.1959', '86.51499', 'Kenda', 'IN', 'Asia/Kolkata')","[('10.10649', '76.35484'), ('22.88783', '84.13864'), ('19.30157', '72.85107'), ('26.2649', '81.54855'), ('25.75728', '75.37991'), ('32.55531', '76.12647'), ('15.73628', '75.96976'), ('29.22254', '79.5286'), ('28.92694', '78.23456'), ('22.75218', '72.68533'), ('11.12018', '76.11996'), ('18.51957', '73.85535')]"
"('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","[('23.07492', '88.28637'), ('20.88098', '75.11937'), ('26.11527', '86.59509'), ('34.08565', '74.80555'), ('18.51957', '73.85535'), ('22.75218', '72.68533'), ('12.04161', '75.35927'), ('22.4711', '88.1453'), ('27.9247', '78.40102'), ('30.21121', '74.4818'), ('29.21399', '78.95693'), ('19.30157', '72.85107')]"
